Food Code,Food Name,Group,Type,Air (Water) (g),Energi (Energy) (Kal),Protein (Protein) (g),Lemak (Fat) (g),Karbohidrat (CHO) (g),Serat (Fibre) (g),Abu (ASH) (g),Kalsium (Ca) (mg),Fosfor (P) (mg),Besi (Fe) (mg),Natrium (Na) (mg),Kalium (K) (mg),Tembaga (Cu) (mg),Seng (Zn) (mg),Retinol (Vit. A) (mcg),Beta-Karoten (Carotenes) (mcg),Thiamin (Vit. B1) (mg),Riboflavin (Vit. B2) (mg),Niasin (Niacin) (mg),Karoten Total (Re) (mcg),Vitamin C (Vit. C) (mg)
CP007,"Soybean, boiled",Grains and Legumes,Processed/Products,56.8,189.0,20.2,8.2,12.7,1.6,2.1,91.0,270.0,3.9,181.0,615.0,1.3,3.7,,4.0,0.2,0.04,0.5,15.0,0.0
CR017,"Soybean, dried",Grains and Legumes,Raw,12.7,381.0,40.4,16.7,24.9,3.2,5.5,222.0,682.0,10.0,210.0,713.4,1.58,3.9,,237.0,0.52,0.12,1.2,31.0,
CP086,"Soybean, flour",Grains and Legumes,Processed/Products,9.0,347.0,35.9,20.6,29.9,5.8,4.0,195.0,544.0,8.4,52.0,2522.6,4303.45,2.6,,0.0,0.77,0.32,2.1,140.0,0.0
CR018,"Soybean, fresh",Grains and Legumes,Raw,20.0,286.0,30.2,15.6,30.1,2.9,4.1,196.0,506.0,6.9,28.0,870.9,1.24,3.6,,,0.93,0.26,1.8,95.0,
CP006,"Soybean, fried",Grains and Legumes,Processed/Products,9.6,521.0,32.2,37.7,22.9,7.6,3.7,296.0,800.0,6.5,3492.0,11890.0,26.3,60.0,,,0.4,1.9,19.0,20.0,
AP106,Spaghetti,Cereals,Processed/Products,66.1,139.0,7.4,2.1,22.6,,2.1,109.0,53.0,4.7,,,,,42.0,,0.35,,,940.0,0.0
GP083,Spanish mackerel pempek,Fish and Other Seafood,Processed/Products,56.3,173.0,7.2,1.2,33.4,0.2,1.9,164.0,80.0,3.1,,,,,0.0,,0.02,,,0.0,0.0
DP038,Spinach chips,Vegetables,Processed/Products,2.3,586.0,4.9,40.6,50.2,0.5,1.9,236.0,117.0,3.6,,,,,0.0,,0.16,,,4544.0,0.0
DP002,"Spinach, boiled",Vegetables,Processed/Products,93.5,23.0,1.2,0.6,3.7,1.1,1.0,150.0,35.0,0.5,16.0,308.4,0.2,0.3,0.0,3282.0,0.02,0.1,0.9,2864.0,19.0
DR008,"Spinach, fresh",Vegetables,Raw,94.5,16.0,0.9,0.4,2.9,0.7,1.3,166.0,76.0,3.5,16.0,456.4,0.13,0.4,,2699.0,0.04,0.1,1.0,2293.0,41.0
DP001,"Spinach, steamed",Vegetables,Processed/Products,90.7,30.0,1.3,0.7,5.8,1.2,1.6,239.0,35.0,5.7,15.0,431.0,0.1,0.3,0.0,2699.0,0.02,0.1,0.9,3750.0,32.0
GR074,"Spiny eel, fresh",Fish and Other Seafood,Raw,78.2,101.0,14.4,2.6,3.9,0.0,0.9,321.0,270.0,15.6,,,,,0.0,,0.01,,,0.0,0.0
GR013,"Spotted barb, fresh",Fish and Other Seafood,Raw,79.2,80.0,14.7,1.4,2.2,0.0,2.3,303.0,315.0,1.3,41.0,356.0,0.0,0.8,,0.0,1.2,0.14,1.4,,
GR079,"Spotted scat, fresh",Fish and Other Seafood,Raw,80.2,76.0,12.1,2.0,2.4,0.0,2.7,721.0,214.0,2.2,69.0,192.0,1.7,2.9,599.0,40.0,0.2,0.25,0.2,,
DR150,"Sprouts of blackeyed pea, fresh",Vegetables,Raw,88.0,40.0,5.0,0.2,5.8,2.6,1.0,57.0,88.0,1.0,2.0,226.8,0.07,0.5,,299.0,0.07,0.08,0.8,0.0,15.0
DR149,"Sprouts of soybean, fresh",Vegetables,Raw,81.0,76.0,9.0,2.6,6.4,0.7,1.0,50.0,65.0,1.0,5.0,212.4,0.26,0.7,,0.0,0.23,0.19,1.2,110.0,15.0
DP018,"Sprouts, brewed",Vegetables,Processed/Products,91.9,28.0,3.0,0.8,4.0,1.0,0.3,52.0,73.0,0.5,18.0,58.3,0.19,0.4,,46.0,0.1,0.0,0.9,18.0,2.0
DP017,"Sprouts, fried",Vegetables,Processed/Products,79.2,88.0,3.2,2.1,14.0,0.7,1.5,168.0,50.0,5.7,,,,,2.0,,0.05,,,613.0,0.0
DR124,"Squash, fresh",Vegetables,Raw,91.2,32.0,1.1,0.1,6.6,0.5,1.0,45.0,64.0,1.4,1.0,356.2,0.13,0.3,,712.0,0.08,0.12,0.6,180.0,52.0
BP040,"Squid, chips, fried",Starchy Roots & Tubers,Processed/Products,3.4,444.0,6.9,14.6,71.3,5.0,3.8,47.0,375.0,1.8,837.0,191.0,0.1,0.3,,,0.4,0.1,1.8,,0.0
GR022,"Squid, fresh",Fish and Other Seafood,Raw,79.1,86.0,10.2,1.1,8.7,,0.9,20.0,110.0,2.1,230.0,210.0,0.3,9.3,,,0.24,,0.3,,
GP003,"Squid, fried",Fish and Other Seafood,Processed/Products,54.2,265.0,40.6,10.1,0.0,0.0,3.1,62.0,270.0,2.7,86.0,81.9,,,0.0,56.0,0.09,0.0,6.3,0.0,0.0
ER102,"Star apple, fresh",Fruits,Raw,87.3,64.0,1.0,3.1,8.0,0.8,0.6,18.0,45.0,0.8,13.0,111.4,0.02,0.1,0.0,0.0,0.01,0.02,0.1,0.0,1.0
ER006,"Starfruit, fresh",Fruits,Raw,90.0,36.0,0.4,0.4,8.8,3.2,0.4,4.0,12.0,1.1,4.0,130.0,,0.1,,29.0,0.03,,,170.0,35.0
GP095,Stir-fried keumamah,Fish and Other Seafood,Processed/Products,45.7,300.0,14.5,20.0,15.5,4.5,4.3,,,,,,,,,8.0,0.63,0.04,,,7.0
GP094,Stir-fried milkfish,Fish and Other Seafood,Processed/Products,70.5,189.0,11.3,15.7,0.6,,1.9,56.0,129.0,0.4,314.0,280.0,0.1,0.7,579.0,,0.46,0.02,,,
DR089,"Straw mushroom, fresh",Vegetables,Raw,91.5,30.0,3.5,0.2,4.0,2.4,0.8,14.0,117.0,1.0,6.0,300.0,0.3,0.8,,0.0,0.02,0.2,0.5,0.0,0.0
GR006,"Streaked spinefoot, fresh",Fish and Other Seafood,Raw,73.7,112.0,20.0,1.3,3.7,0.0,1.3,98.0,120.0,3.0,148.0,258.7,0.0,0.1,0.0,0.0,0.07,0.0,0.3,0.0,0.0
ER108,"Sugar apple, fresh",Fruits,Raw,83.4,63.0,1.1,0.5,13.9,2.1,1.1,127.0,30.0,2.7,,,,,0.0,,0.08,,,31.0,28.0
FP032,"Sukabumi fried chicken, breast",Meat and Poultry,Processed/Products,49.8,244.0,36.7,9.2,1.0,0.0,3.4,81.0,154.0,6.1,,,,,20.0,,0.66,,0.0,80.0,
FP033,"Sukabumi fried chicken, thigh",Meat and Poultry,Processed/Products,46.0,283.0,35.7,14.3,0.5,0.0,3.6,68.0,106.0,5.4,,,,,11.0,,0.36,,0.0,60.0,
FP085,"Sukiyaki, dish",Meat and Poultry,Processed/Products,81.0,75.0,5.6,0.4,12.2,0.2,0.8,109.0,59.0,0.5,426.0,,,,41.0,,0.37,,,1200.0,0.0
AP108,Sunduk lawang,Cereals,Processed/Products,63.4,181.0,1.9,1.3,32.4,,1.0,,,,,,,,,,,,,,
DR023,"Sunset hibiscus, big, fresh",Vegetables,Raw,84.0,58.0,2.9,0.7,10.0,3.3,2.4,440.0,100.0,1.9,30.0,40.0,0.2,2.1,,596.0,0.4,0.5,2.8,,11.0
DR024,"Sunset hibiscus, small, fresh",Vegetables,Raw,83.7,61.0,3.2,0.7,10.4,3.4,2.0,420.0,70.0,1.7,20.0,50.0,0.1,1.4,,607.0,0.4,0.3,2.9,,11.0
AP109,Suwir-suwir,Cereals,Processed/Products,13.4,347.0,0.5,0.9,84.2,0.8,1.0,42.0,40.0,4.3,,,,,1.0,,0.13,,0.9,240.0,0.0
MP001,"Sweet chocolate, bar",Convectionery,Processed/Products,1.4,527.0,2.0,29.8,62.7,6.5,4.1,63.0,287.0,2.8,6.0,499.5,0.0,0.0,,,0.03,0.02,0.0,30.0,0.0
DP005,"Sweet leaves, boiled",Vegetables,Processed/Products,83.3,53.0,5.3,0.9,9.1,1.2,1.4,185.0,102.0,3.1,16.0,291.3,0.3,1.3,0.0,11131.0,0.0,0.3,2.2,9000.0,66.0
DR035,"Sweet leaves, fresh",Vegetables,Raw,81.0,59.0,6.4,1.0,9.9,1.5,1.7,233.0,98.0,3.5,21.0,478.8,0.3,1.3,,9152.0,0.0,0.31,2.3,10020.0,164.0
ER039,"Sweet orange, fresh",Fruits,Raw,87.2,45.0,0.9,0.2,11.2,1.4,0.5,33.0,23.0,0.4,4.0,472.1,160.0,0.2,,0.0,0.08,0.03,0.2,190.0,49.0
BP039,"Sweet potato, chips",Starchy Roots & Tubers,Processed/Products,6.0,486.0,0.2,23.9,67.6,14.3,2.3,68.0,92.0,0.9,52.0,2.0,0.7,2.3,0.0,920.0,0.1,0.1,0.5,,0.0
BP075,"Sweet potato, Cilembu",Starchy Roots & Tubers,Processed/Products,52.7,186.0,1.9,0.2,44.3,3.4,0.9,37.0,51.0,0.6,1.0,61.9,0.1,0.2,,26.0,0.02,0.2,0.0,0.0,0.0
BR029,"Sweet potato, fresh",Starchy Roots & Tubers,Raw,78.4,83.0,1.5,0.2,18.8,0.6,1.1,27.0,162.0,2.1,52.0,320.7,0.1,0.3,0.0,0.0,0.02,0.0,0.4,0.0,0.0
BP072,"Sweet potato, purple, flour",Starchy Roots & Tubers,Processed/Products,9.4,354.0,2.8,0.6,84.4,12.9,2.8,89.0,125.0,3.9,42.0,940.0,0.8,0.6,,0.0,0.4,0.02,0.0,0.0,0.0
BR030,"Sweet potato, red, fresh",Starchy Roots & Tubers,Raw,61.9,151.0,1.6,0.3,35.4,0.7,0.6,29.0,74.0,0.7,92.0,565.6,0.3,0.5,0.0,0.0,0.13,0.08,0.7,1208.0,11.0
BR031,"Sweet potato, white, fresh",Starchy Roots & Tubers,Raw,77.8,88.0,0.4,0.4,20.6,4.0,0.8,30.0,10.0,0.5,2.0,4.0,0.1,0.2,0.0,13.0,0.25,0.06,0.5,264.0,36.0
BR028,"Sweet potato, yellow, fresh",Starchy Roots & Tubers,Raw,72.6,119.0,0.5,0.4,25.1,4.2,1.0,30.0,40.0,0.4,3.0,1.0,0.1,0.2,0.0,794.0,0.06,0.07,0.7,4948.0,21.0
BP011,"Sweet potato, yellow, steamed",Starchy Roots & Tubers,Processed/Products,74.2,100.0,0.7,0.3,23.8,1.0,1.0,44.0,46.0,0.4,3.0,0.8,0.1,0.2,0.0,819.0,0.0,0.1,0.6,4427.0,16.0
BP059,Sweet sago,Starchy Roots & Tubers,Processed/Products,32.6,287.0,0.5,3.9,62.4,,0.6,8.0,17.0,0.7,34.0,42.0,0.1,0.2,0.0,0.0,,,,0.0,0.0
GP068,"Sweet sour gourami, dish",Fish and Other Seafood,Processed/Products,63.1,192.0,12.7,10.1,12.7,0.0,2.4,283.0,169.0,1.1,,,,,19.0,,0.1,,,1440.0,0.0
NP005,Sweet soy sauce,Herbs and Spices,Processed/Products,63.0,71.0,5.7,1.3,9.0,0.0,21.0,123.0,96.0,5.7,1114.0,,0.04,,0.0,,0.0,,,,0.0
JP007,Sweetened condensed milk,Milk and Dairy Products,Processed/Products,25.0,343.0,8.2,10.0,55.0,0.0,1.8,275.0,209.0,0.2,150.0,320.0,0.02,1.0,155.0,46.0,0.05,0.43,0.4,,1.0
MP014,Syrup,Convectionery,Processed/Products,44.0,213.0,0.0,0.0,55.0,0.0,1.0,0.0,0.0,0.0,3.0,4.2,,,,0.0,0.0,0.0,0.0,,
NR015,"Tabasco pepper, fresh",Herbs and Spices,Raw,71.2,120.0,4.7,2.4,19.9,15.2,1.8,45.0,85.0,2.5,34.0,706.2,0.29,0.6,,1694.0,0.24,0.09,1.7,11050.0,70.0
ER029,"Tahitian chestnut, fresh",Fruits,Raw,52.7,191.0,4.5,1.5,39.7,13.4,1.6,186.0,69.0,3.2,17.0,403.3,0.69,1.3,,51.0,0.05,0.2,1.8,,
DR143,"Taiwan mustard greens, fresh",Vegetables,Raw,91.8,30.0,1.9,0.5,4.4,2.7,1.4,100.0,58.0,1.6,27.0,217.0,0.1,0.7,,1340.0,0.2,0.1,0.6,,33.0
CP064,Takwa,Grains and Legumes,Processed/Products,72.2,148.0,13.8,8.5,4.0,0.0,1.6,140.0,214.0,8.5,3.0,79.0,0.3,1.3,,,0.2,0.1,0.8,920.0,
FP034,"Taliwang chicken, dish",Meat and Poultry,Processed/Products,57.5,264.0,18.2,20.1,2.7,,1.5,94.0,164.0,2.0,507.0,408.0,0.4,12.3,1067.0,,,,,,
ER026,"Tamarillo, fresh",Fruits,Raw,73.0,122.0,3.5,4.5,17.5,9.3,1.5,63.0,69.0,3.2,,,,,0.0,,0.02,,,2357.0,0.0
ER036,"Tangerine, fresh",Fruits,Raw,84.5,61.0,0.8,0.2,14.1,5.4,0.4,9.0,13.0,0.2,3.0,79.0,0.1,0.1,,9.0,0.12,0.03,0.3,,31.0
AP041,Tapai cake,Cereals,Processed/Products,32.2,323.0,4.9,11.5,50.1,1.4,1.4,131.0,83.0,2.6,,,,,26.0,,0.38,0.16,0.3,1872.0,0.0
BP070,"Tapioca, flour",Starchy Roots & Tubers,Processed/Products,9.1,363.0,1.1,0.5,88.2,0.9,1.1,84.0,125.0,1.0,1.0,7.1,0.0,0.1,,0.0,0.04,0.0,0.4,,0.0
GR073,"Tarmon fish, fresh",Fish and Other Seafood,Raw,68.1,151.0,13.8,3.8,14.1,0.0,0.2,210.0,250.0,1.1,,,,,61.0,,0.05,,,,0.0
ER091,"Taro banana, fresh",Fruits,Raw,71.0,113.0,1.2,0.2,26.7,4.4,0.9,22.0,22.0,0.6,29.0,48.0,0.26,0.1,,159.0,0.12,0.03,1.0,,9.0
BP071,"Taro Beneng, flour",Starchy Roots & Tubers,Processed/Products,12.2,332.0,5.7,0.6,76.1,12.2,5.5,59.0,302.0,10.7,7.0,1404.0,0.8,6.2,,0.0,0.02,0.1,0.3,0.0,0.0
DP009,"Taro leaves, boiled",Vegetables,Processed/Products,91.6,27.0,1.3,0.2,5.9,1.6,1.0,119.0,41.0,1.4,3.0,519.4,0.5,0.5,0.0,4641.0,0.0,0.6,1.9,2682.0,7.0
DR052,"Taro leaves, fresh",Vegetables,Raw,87.2,44.0,3.0,0.8,7.4,3.3,1.6,76.0,59.0,1.0,3.0,578.4,0.2,0.4,,2584.0,0.08,0.4,1.4,2000.0,31.0
DR076,"Taro leaves, fresh",Vegetables,Raw,81.1,59.0,3.0,0.4,13.5,3.0,2.0,236.0,50.0,2.4,4.0,854.1,0.4,0.5,0.0,3816.0,0.07,0.6,2.0,5740.0,24.0
DP028,Taro wrapped in banana leaves,Vegetables,Processed/Products,74.5,141.0,4.4,10.2,8.0,1.8,3.0,149.0,121.0,14.5,,,,,13.0,,0.25,,,8610.0,1.0
BR025,"Taro, fresh",Starchy Roots & Tubers,Raw,72.4,108.0,1.4,0.4,25.0,0.9,0.8,47.0,67.0,0.7,10.0,448.0,0.2,0.7,0.0,0.0,0.06,0.07,1.0,0.0,4.0
BR026,"Taro, Pontianak, fresh",Starchy Roots & Tubers,Raw,60.0,163.0,2.3,0.5,36.4,0.7,0.9,45.0,80.0,1.7,14.0,323.1,0.3,1.0,0.0,0.0,0.02,0.1,1.3,0.0,
BP062,"Taro, serimping, from Kebumen",Starchy Roots & Tubers,Processed/Products,4.8,478.0,2.5,21.2,69.2,1.7,2.3,112.0,118.0,2.3,,,,,0.0,,0.25,,,0.0,0.0
BP010,"Taro, steamed",Starchy Roots & Tubers,Processed/Products,69.2,120.0,1.5,0.3,28.2,0.7,0.8,31.0,63.0,0.7,11.0,498.0,0.2,0.6,0.0,0.0,0.05,0.6,0.8,0.0,2.0
BR027,"Taro, viqueque, fresh",Starchy Roots & Tubers,Raw,70.6,115.0,1.8,0.5,25.9,8.6,1.2,50.0,220.0,0.9,1.0,70.0,0.3,1.0,0.0,0.0,0.08,0.1,0.9,0.0,
CP065,Tauco,Grains and Legumes,Processed/Products,54.0,184.0,11.4,5.5,22.2,1.9,6.9,72.0,463.0,6.0,1766.0,233.0,0.39,1.0,,0.0,0.32,0.2,0.8,664.0,0.0
CP066,"Tauco, brand beruang, cake",Grains and Legumes,Processed/Products,11.4,347.0,7.4,5.2,67.6,3.2,8.4,63.0,106.0,6.2,,,,,,,0.35,,,936.0,0.0
CP067,"Tauco, brand DAS, cake",Grains and Legumes,Processed/Products,10.2,358.0,7.5,4.3,70.4,3.1,7.6,94.0,94.0,4.5,,,,,,,0.29,,,504.0,0.0
CP068,"Tauco, brand meong",Grains and Legumes,Processed/Products,59.7,159.0,7.4,4.9,21.3,1.6,6.7,183.0,84.0,10.1,1547.0,204.1,0.34,0.9,,0.0,0.46,0.18,0.7,472.0,0.0
CP069,"Tauji, brand singa",Grains and Legumes,Processed/Products,30.4,277.0,9.1,4.7,49.6,1.2,6.2,68.0,106.0,3.0,,,,,,,0.15,,,936.0,0.0
FP086,"Tedong pallu basa, dish",Meat and Poultry,Processed/Products,81.7,83.0,10.4,3.4,2.8,,1.7,10.0,139.0,2.6,397.0,34.0,0.6,1.3,,,0.09,0.53,9.0,,0.0
GP092,Tekwan,Fish and Other Seafood,Processed/Products,86.7,53.0,1.9,0.9,9.4,,1.1,9.0,41.0,1.0,174.0,42.0,0.0,0.0,99.0,,0.1,0.02,0.4,,
CP070,Tempeh bongkrek,Grains and Legumes,Processed/Products,72.5,119.0,4.4,3.5,18.3,,146.3,27.0,100.0,2.6,,,,,0.0,,0.08,,,,0.0
CP071,Tempeh gembus P3G,Grains and Legumes,Processed/Products,81.9,73.0,5.7,1.3,10.3,4.2,0.8,204.0,80.0,1.5,,,,,,,0.09,0.1,0.9,22.0,
CP072,Tempeh gembus yogya,Grains and Legumes,Processed/Products,80.7,76.0,6.8,0.7,10.6,5.3,1.1,76.0,142.0,16.5,,,,,,,0.79,0.01,0.1,,
CP040,"Tempeh, chips",Grains and Legumes,Processed/Products,3.3,581.0,12.1,40.6,41.7,2.2,2.3,237.0,116.0,6.9,,,,,,,0.35,,,320.0,0.0
CP041,"Tempeh, chips, brand abadi, large size",Grains and Legumes,Processed/Products,4.5,556.0,15.8,37.1,39.8,3.5,2.8,112.0,215.0,5.4,,,,,,,0.63,,,0.0,0.0
CP043,"Tempeh, chips, brand abadi, medium size",Grains and Legumes,Processed/Products,4.4,510.0,12.3,27.9,52.4,3.6,3.1,122.0,211.0,8.4,,,,,,,0.52,,,0.0,0.0
CP042,"Tempeh, chips, brand abadi, original",Grains and Legumes,Processed/Products,3.2,542.0,40.3,42.4,11.6,2.2,2.7,175.0,529.0,5.2,,,,,,,0.1,,,50.0,0.0
CP045,"Tempeh, chips, brand abadi, prime quality",Grains and Legumes,Processed/Products,4.8,540.0,16.7,33.9,42.0,2.2,2.6,92.0,184.0,3.2,,,,,,,0.38,,,1080.0,0.0
CP044,"Tempeh, chips, brand abadi, with egg",Grains and Legumes,Processed/Products,4.5,529.0,20.8,31.7,40.2,3.0,2.9,124.0,222.0,5.4,,,,,,,0.86,,,0.0,0.0
CP078,"Tempeh, hyacinth bean, benguk",Grains and Legumes,Processed/Products,64.0,141.0,10.2,1.3,23.2,,1.3,42.0,15.0,2.6,,,,,0.0,,0.09,,,,0.0
CP076,"Tempeh, pure soybean, fried",Grains and Legumes,Processed/Products,36.8,350.0,24.5,26.6,10.4,4.2,1.8,202.0,296.0,4.9,22.0,626.7,0.8,2.5,,,0.24,0.6,3.3,78.0,0.0
CP077,"Tempeh, pure soybean, uncooked",Grains and Legumes,Processed/Products,55.3,201.0,20.8,8.8,13.5,1.4,1.6,155.0,326.0,4.0,9.0,234.0,0.57,1.7,,0.0,0.19,0.59,4.9,,
CP079,"Tempeh, river tamarind",Grains and Legumes,Processed/Products,66.8,128.0,10.7,0.5,21.3,7.1,0.7,203.0,108.0,0.6,,,,,,,0.17,,,121.0,2.0
CP080,"Tempeh, river tamarind, variant gung with skin",Grains and Legumes,Processed/Products,65.1,146.0,11.7,2.3,19.6,7.6,1.3,128.0,41.0,6.8,,,,,,,0.19,,1.4,1370.0,
CP081,"Tempeh, river tamarind, variant gung without skin",Grains and Legumes,Processed/Products,67.1,131.0,18.0,0.8,13.0,1.3,1.1,95.0,154.0,12.4,,,,,,,0.2,0.02,2.6,5900.0,
CP082,"Tempeh, sold in market",Grains and Legumes,Processed/Products,68.3,150.0,14.0,7.7,9.1,1.4,0.9,517.0,202.0,1.5,7.0,165.9,0.4,1.2,,0.0,0.17,0.44,3.6,,
CP083,"Tempeh, sold in market, fried",Grains and Legumes,Processed/Products,42.9,336.0,20.0,28.0,7.8,3.4,1.3,156.0,350.0,3.0,20.0,566.2,0.8,2.2,,,0.1,0.5,3.0,10.0,0.0
CP075,"Tempeh, soybean + corn",Grains and Legumes,Processed/Products,70.6,143.0,12.0,5.5,11.4,1.9,0.6,155.0,156.0,6.8,,,,,,,0.33,0.15,1.2,1320.0,
CP073,"Tempeh, velvet bean",Grains and Legumes,Processed/Products,64.0,139.0,12.5,0.8,21.9,1.8,1.2,68.0,182.0,2.6,,,,,,,0.1,,,20.0,
CP074,"Tempeh, winged bean",Grains and Legumes,Processed/Products,58.2,212.0,17.5,10.0,12.9,2.9,1.4,186.0,160.0,2.2,,,,,,,0.2,,,,
NP010,Tempoya,Herbs and Spices,Processed/Products,70.1,110.0,1.7,1.3,21.9,2.6,5.0,190.0,45.0,2.9,597.0,486.3,,,,71.0,0.3,0.04,1.1,,0.0
DP051,Terubuk candle soup,Vegetables,Processed/Products,90.4,36.0,2.7,0.7,4.8,1.4,1.4,10.0,90.0,0.1,30.0,44.0,0.2,1.0,,,0.3,0.2,,,18.0
GR059,"The climbing perch, fresh",Fish and Other Seafood,Raw,78.8,84.0,15.2,0.6,4.7,0.0,0.8,68.0,171.0,2.1,211.0,198.0,0.7,0.6,,0.0,0.16,0.03,1.9,,
GP023,"The climbing perch, grilled",Fish and Other Seafood,Processed/Products,66.6,152.0,17.6,6.1,6.7,0.0,3.0,244.0,227.0,3.4,320.0,224.0,0.2,1.0,,,,,,,
GR082,"Tiger prawn, giant, fresh",Fish and Other Seafood,Raw,79.0,81.0,16.5,0.3,3.0,0.0,1.2,87.0,167.0,0.7,95.0,132.0,0.7,1.2,,3.0,0.24,0.03,2.9,,
GP060,"Tilapia jerky, fried",Fish and Other Seafood,Processed/Products,6.5,598.0,74.3,26.9,9.2,0.0,13.1,1957.0,1447.0,7.4,,,,,18.0,,0.19,,,25.0,0.0
GR056,"Tilapia, fresh",Fish and Other Seafood,Raw,74.8,113.0,13.9,4.9,3.4,0.0,3.0,642.0,646.0,1.9,51.0,182.0,0.8,3.6,,,0.21,0.02,1.8,,
GP022,"Tilapia, jerky, raw",Fish and Other Seafood,Processed/Products,15.2,582.0,68.3,15.2,37.2,0.0,14.1,3258.0,1699.0,4.3,,,,,15.0,,0.27,,,20.0,0.0
DP058,Tinira ninahu nggaluku,Vegetables,Processed/Products,91.8,33.0,1.2,1.3,4.1,3.1,1.5,35.0,35.0,0.0,161.0,119.0,0.2,0.7,,6.0,0.3,0.0,3.5,0.0,10.0
FP088,"Tinoransa, dish",Meat and Poultry,Processed/Products,31.6,516.0,17.7,49.5,0.0,,1.2,698.0,648.0,3.5,1307.0,320.0,0.1,1.8,710.0,,0.29,0.17,,,
AP040,Tinotuan porridge (Manado),Cereals,Processed/Products,80.9,156.0,2.3,0.2,15.6,8.2,1.0,41.0,20.0,0.4,486.0,164.0,0.3,0.4,,1437.0,0.1,0.04,,,15.0
AP110,Tipa-tipa,Cereals,Processed/Products,11.3,355.0,6.2,1.2,79.8,1.3,1.5,17.0,328.0,1.6,,,,,0.0,0.0,0.26,0.04,1.5,0.0,0.0
BP073,Tiwul,Starchy Roots & Tubers,Processed/Products,11.2,353.0,2.4,1.1,83.4,6.5,1.6,55.0,95.0,4.7,5.0,670.0,0.2,0.8,,0.0,0.02,0.02,0.1,0.0,3.0
BP074,"Tiwul, instant",Starchy Roots & Tubers,Processed/Products,9.1,395.0,3.2,8.5,76.5,4.2,2.7,81.0,81.0,5.8,377.0,469.0,2.1,1.2,,0.0,0.4,0.2,0.2,0.0,4.0
CP018,"Tofu, dregs, dried",Grains and Legumes,Processed/Products,9.0,414.0,26.6,18.3,41.3,0.0,5.8,19.0,29.0,4.0,45.0,1055.7,0.99,2.8,0.0,24.0,0.2,0.1,0.5,,0.0
CP019,"Tofu, dregs, oncom pepes",Grains and Legumes,Processed/Products,80.9,76.0,5.2,1.8,10.6,2.2,1.5,215.0,66.0,12.5,,,,,,,0.11,,,268.0,
CP016,"Tofu, dregs, raw",Grains and Legumes,Processed/Products,84.1,67.0,5.0,2.1,8.1,4.1,0.6,460.0,88.0,1.0,8.0,184.5,0.17,0.5,,0.0,0.06,0.02,0.1,,
CP017,"Tofu, dregs, steamed",Grains and Legumes,Processed/Products,82.5,75.0,4.1,2.1,10.7,5.1,0.6,203.0,60.0,1.3,,,,,,0.0,0.07,,,,
CP062,"Tofu, fried",Grains and Legumes,Processed/Products,77.3,115.0,9.7,8.5,2.5,0.1,2.0,229.0,200.0,4.1,7.0,68.2,0.09,1.3,,0.0,0.01,0.24,0.0,0.0,0.0
CP061,"Tofu, uncooked",Grains and Legumes,Processed/Products,82.2,80.0,10.9,4.7,0.8,0.1,1.4,223.0,183.0,3.4,2.0,50.6,0.19,0.8,,118.0,0.01,0.08,0.1,,
NP009,Tomato sauce,Herbs and Spices,Processed/Products,69.5,110.0,2.0,0.4,24.5,0.9,3.6,12.0,18.0,0.8,890.0,129.6,0.18,0.3,,357.0,0.09,0.06,1.7,570.0,11.0
DR160,"Tomato, juice, fresh",Vegetables,Raw,94.0,20.0,1.0,0.2,3.5,0.4,1.3,7.0,15.0,0.4,10.0,225.2,0.06,0.1,,266.0,0.05,0.03,0.7,600.0,10.0
DR101,Tondano water spinach,Vegetables,Raw,88.5,43.0,1.8,0.2,8.4,4.3,1.1,72.0,9.0,0.7,30.0,361.0,0.3,0.4,,2741.0,0.8,0.1,1.1,,23.0
GR050,"Tonguefish, fresh",Fish and Other Seafood,Raw,71.4,125.0,21.3,3.4,2.2,,1.7,136.0,69.0,0.8,214.0,245.0,0.2,1.1,,,0.26,0.03,0.2,,
DR105,"Torch ginger, fresh",Vegetables,Raw,90.0,34.0,0.9,1.0,6.7,2.6,1.4,60.0,16.0,1.0,47.0,650.6,,,0.0,0.0,0.0,0.02,0.8,73.0,0.0
ER071,"Tree-ripe jackfruit, fresh",Fruits,Raw,70.0,106.0,1.2,0.3,27.6,3.7,2.7,20.0,19.0,0.9,2.0,407.0,246.58,1.4,,149.0,0.07,0.1,1.0,330.0,7.0
NR005,"Tree-ripe tamarind, fresh",Herbs and Spices,Raw,31.4,267.0,2.8,0.6,62.5,1.2,2.7,74.0,113.0,0.6,9.0,139.5,0.09,0.1,,9.0,0.34,0.04,0.7,30.0,2.0
DR075,"Tropical burnweed leaves, fresh",Vegetables,Raw,88.5,36.0,2.6,0.9,6.1,1.7,1.9,398.0,95.0,9.3,64.0,444.4,0.1,0.4,0.0,10178.0,0.03,0.2,0.9,8868.0,3.0
ER092,Tujuh bulan banana,Fruits,Raw,75.9,94.0,0.6,0.2,22.5,3.7,0.8,50.0,20.0,0.2,0.0,4.0,0.1,0.4,0.0,72.0,0.03,0.03,0.3,,6.0
ER019,"Tuppa fruit, fresh",Fruits,Raw,82.5,67.0,0.4,0.2,15.9,,1.0,12.0,139.0,0.5,2.0,0.0,0.2,0.5,,,0.04,0.01,,,5.0
